track_title,artist,album_title,duration,genre
Summer High,AP Dhillon,Summer High,02:57,Punjabi New Release Hot 30
Mitti De Tibbe,Kaka,Mitti De Tibbe,04:33,Punjabi New Release Hot 30
Laung Laachi 2,Simran Bhardwaj,Laung Laachi 2,02:40,Punjabi New Release Hot 30
GODSPEED,Tyson Sidhu,GODSPEED,02:07,Punjabi New Release Hot 30
Photo,"Nimrat Khaira, Arjan dhillon",Photo,03:16,Punjabi New Release Hot 30
Freestyle,Jordan Sandhu,FAME,02:56,Punjabi New Release Hot 30
Peaches,Diljit Dosanjh,Drive Thru,03:09,Punjabi New Release Hot 30
Kabil,Gurnam Bhullar,Kabil,03:51,Punjabi New Release Hot 30
Big Men - Chapter 3,"R Nait, Gurlez Akhtar",Big Men - Chapter 3,04:37,Punjabi New Release Hot 30
OG,Prem Dhillon,No Lookin' Back,02:53,Punjabi New Release Hot 30
9-9 Mashukan,Sunanda Sharma,9-9 Mashukan,02:57,Punjabi New Release Hot 30
Wrangler,Tarsem Jassar,Wrangler,03:07,Punjabi New Release Hot 30
Lemonade,Diljit Dosanjh,Drive Thru,02:47,Punjabi New Release Hot 30
Kaudi Coffee,"Gur Sidhu, Kaptaan",Step Up,02:10,Punjabi New Release Hot 30
Jhanjar,"Baani Sandhu, Gur Sidhu",The Boss Lady,02:38,Punjabi New Release Hot 30
Dekhi Dekhi,Parmish Verma,Dekhi Dekhi,02:36,Punjabi New Release Hot 30
Life Of The Party,"Coolie, Dr. Zeus, Temz, Berna",Life Of The Party,02:14,Punjabi New Release Hot 30
Yaar Mera Titliaan Warga,"Gippy Grewal, Tanu Grewal",Yaar Mera Titliaan Warga,03:19,Punjabi New Release Hot 30
Right Left,"Kulwinder Billa, Meharvaani",Right Left,03:06,Punjabi New Release Hot 30
Allah Maaf Kre,"Amrit Maan, Tehjeeb Hafi",Allah Maaf Kre,03:30,Punjabi New Release Hot 30
Be Mine,Sippy Gill,Anything For You,02:19,Punjabi New Release Hot 30
Kehar,Harvi,Kehar,02:24,Punjabi New Release Hot 30
Iko Ik Dil,"Gippy Grewal, Sudesh Kumari","Iko Ik Dil (From ""Yaar Mera Titliaan Warga"") - Single",03:51,Punjabi New Release Hot 30
Chill Mode,"Gagan Kokri, Arjan dhillon",Coz Of God,02:18,Punjabi New Release Hot 30
Notorious,"Jaz Dhami, Yeah Proof",Notorious,02:19,Punjabi New Release Hot 30
Ehsaan Faramosh,Himmat Sandhu,Ehsaan Faramosh,02:41,Punjabi New Release Hot 30
Changa na lage,Nikk,Changa na lage,03:00,Punjabi New Release Hot 30
21-21 Parche,Teji Grewal,21-21 Parche,02:47,Punjabi New Release Hot 30
Vaal Vi Vinga,Amantej Hundal,Vaal Vi Vinga,03:13,Punjabi New Release Hot 30
She's The One,"IKKY, Soni Pabla",She's The One,02:35,Punjabi New Release Hot 30
NO LOVE,Shubh,NO LOVE,02:50,Punjabi Top 30
Pasoori,"Shae Gill, Ali Sethi",Pasoori,03:44,Punjabi Top 30
295,Sidhu Moose Wala,Moosetape,04:30,Punjabi Top 30
Excuses,"Gurinder Gill, Intense, AP Dhillon",Excuses,02:56,Punjabi Top 30
So High,Sidhu Moose Wala,So High,03:39,Punjabi Top 30
Levels (feat. Sunny Malton),"Sidhu Moose Wala, Sunny Malton",Levels (feat. Sunny Malton),03:49,Punjabi Top 30
We Rollin,Shubh,We Rollin,03:19,Punjabi Top 30
Peaches,Diljit Dosanjh,Drive Thru,03:09,Punjabi Top 30
Naah Lofi,Jass Manak,Naah Lofi,03:19,Punjabi Top 30
The Last Ride,Sidhu Moose Wala,The Last Ride,04:22,Punjabi Top 30
Naah,Jass Manak,Naah,03:06,Punjabi Top 30
Akhiyaan,Mitraz,Akhiyaan,03:12,Punjabi Top 30
Beliya,Gurnam Bhullar,Lekh (Original Motion Picture Soundtrack),03:46,Punjabi Top 30
Kudiyan (1MinMusic),Sara Gurpal,Kudiyan - 1 Min Music,01:03,Punjabi Top 30
Waffa ,"Afsana Khaan, Rana Jethuwal",Waffa,03:38,Punjabi Top 30
Junoon,Mitraz,Junoon,03:11,Punjabi Top 30
Never Fold (feat. Sunny Malton),"Sidhu Moose Wala, Sunny Malton",No Name,03:03,Punjabi Top 30
Insane,"AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr",Insane,03:26,Punjabi Top 30
ELEVATED,Shubh,ELEVATED,03:21,Punjabi Top 30
Udd Gaya,B Praak,"Udd Gaya (From ""Lekh"")",04:04,Punjabi Top 30
Nashedi Akhan (From the Underdog EP),Simar Dorraha,Nashedi Akhan (From the Underdog EP),02:51,Punjabi Top 30
Lemonade,Diljit Dosanjh,Drive Thru,02:47,Punjabi Top 30
Patake,"Khan Bhaini, Gurlez Akhtar",Patake,03:42,Punjabi Top 30
"Mera Yaar (From ""Lekh"")","Gurnam Bhullar, B Praak","Mera Yaar (From ""Lekh"")",04:17,Punjabi Top 30
Gangsta,"Karan Aujla, YG",Way Ahead,03:10,Punjabi Top 30
Bamb Agya,"Gur Sidhu, Jasmine Sandlas, Kaptaan",Bamb Agya,03:20,Punjabi Top 30
Everybody Hurts,Sidhu Moose Wala,No Name,02:53,Punjabi Top 30
94 Flow,"Big Boi Deep, Byg Byrd",94 Flow,02:36,Punjabi Top 30
DESIRES,"AP Dhillon, Gurinder Gill",HIDDEN GEMS,02:48,Punjabi Top 30
Aidda Ni Chalde Pyaar,Dinesh Thukran,Aidda Ni Chalde Pyaar,02:48,Punjabi Top 30
Ra Ra Reddy I Am Ready,Lipsika,Macherla Niyojakavargam,04:20,Telugu Top 30
"Aafat (Telugu) [From ""Liger (Telugu)""]","Tanishk Bagchi, Simha, Sravana Bhargavi","Aafat (Telugu) (From ""Liger (Telugu)"")",02:44,Telugu Top 30
O Tene Palukula,"Varikuppala Yadagiri, Satya Yamini, Hymath Mohammed","O Tene Palukula (From ""Bimbisara"")",03:55,Telugu Top 30
Nee Navvey,Ram Miriyala,First Day First Show,03:26,Telugu Top 30
"Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, S.P.Charan, Ramya Behara","Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",04:06,Telugu Top 30
Tillu Anna DJ Pedithe,Ram Miriyala,DJ Tillu,03:04,Telugu Top 30
Sommasilli Pothunnave O Chinni Ramulamma,Ramu Rathod,Sommasilli Pothunnave O Chinni Ramulamma,04:21,Telugu Top 30
Ante Sundaraniki Promo Song,"Vivek Sagar, Shankar Mahadevan, Shweta Mohan","Ante Sundaraniki Promo Song (From ""Ante Sundaraniki"")",04:59,Telugu Top 30
"Waat Laga Denge (Telugu) [From ""Liger (Telugu)""]","Sunil Kashyap, Vijay Deverakonda","Waat Laga Denge (Telugu) (From ""Liger (Telugu)"")",01:23,Telugu Top 30
"Kumkumala (From ""Brahmastra (Telugu)"")","Pritam, Sid Sriram","Kumkumala (From ""Brahmastra (Telugu)"")",04:38,Telugu Top 30
"Inthandham (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, S.P.Charan","Inthandham (From ""Sita Ramam (Telugu)"")",03:39,Telugu Top 30
Akdi Pakdi (Telugu)  ,"Lijo George, DJ Chetas, Sunil Kashyap, Anurag Kulkarni, Ramya Behara","Akdi Pakdi (Telugu) (From ""Liger (Telugu)"")",03:50,Telugu Top 30
"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, Anurag Kulkarni, Sinduri Vishal","Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",03:53,Telugu Top 30
Adirindey,Sanjith Hegde,Macherla Niyojakavargam,03:39,Telugu Top 30
Bullet Song,"STR, Haripriya",The Warriorr,03:57,Telugu Top 30
Ma Ma Mahesha,"Hanuman, Sri Krishna, Jonita Gandhi",Ma Ma Mahesha - Sarkaru Vaari Paata,04:07,Telugu Top 30
Ento Enteynto,Jonita Gandhi,Thank You,03:46,Telugu Top 30
Kalaavathi,"Hanuman, Sid Sriram",Kalaavathi - Sarkaru Vaari Paata,04:02,Telugu Top 30
Farewell Song,Armaan Malik,Thank You,04:13,Telugu Top 30
"Naa Peru Seesa (From ""Ramarao On Duty"")","Shreya Ghoshal, Sam C.S.","Naa Peru Seesa (From ""Ramarao On Duty"")",03:30,Telugu Top 30
Priyathama,Sid Sriram,Kotha Kothaga,03:41,Telugu Top 30
Dhada Dhada,Haricharan,The Warriorr,04:07,Telugu Top 30
Mehabooba,Ananya Bhat,Kgf Chapter 2,03:32,Telugu Top 30
Whistle Song,"Anthony Daasan, Srinisha Jayaseelan",The Warriorr,03:23,Telugu Top 30
"Naa Kosam (From ""Bangarraju"")","Sid Sriram, Anup Rubens","Naa Kosam (From ""Bangarraju"")",04:17,Telugu Top 30
"Halamithi Habibo (From ""Beast"")","Anirudh, Jonita Gandhi","Halamithi Habibo (From ""Beast"")",04:40,Telugu Top 30
Life Ante Itta Vundaala,"Rahul Sipligunj, Geetha Madhuri",F3 (Fun and Frustration),04:13,Telugu Top 30
"Mathuga Mathuga (From ""Vikram Hitlist"")","Anirudh, Kamal Haasan","Mathuga Mathuga (From ""Vikram Hitlist"")",03:31,Telugu Top 30
"Baguntundhi Nuvvu Navvithe (From ""Atithi Devobhava"")","Shekar Chandra, Sid Sriram, Nutana Mohan","Baguntundhi Nuvvu Navvithe (From ""Atithi Devobhava"")",03:43,Telugu Top 30
Dola Re,Mangli,Lambasingi (A Pure Love Story),03:21,Telugu Top 30
Neetho Unte Chalu,"M. M. Kreem, Mohana Bhogaraju, Sandilya Pisapati","Neetho Unte Chalu (From ""Bimbisara"")",04:47,Telugu New Release Hot 30
"Siri Siri Muvvallona (From ""Ranga Ranga Vaibhavanga"")","Devi Sri Prasad, Javed Ali , Shreya Ghoshal","Siri Siri Muvvallona (From ""Ranga Ranga Vaibhavanga"")",03:39,Telugu New Release Hot 30
Abba Abba,"Harika Narayan, Sri Krishna",Wanted Pandugod,02:59,Telugu New Release Hot 30
Aakashame Nuvvani,"Achu, Chinmayi, Sid Sriram","Aakashame Nuvvani (From ""Diamond Raja"")",04:43,Telugu New Release Hot 30
Title Song,"Ajay Arasada, Anurag Kulkarni","Title Song (From ""Rajahmundry Rose Milk"")",03:12,Telugu New Release Hot 30
"Aafat (Telugu) [From ""Liger (Telugu)""]","Tanishk Bagchi, Simha, Sravana Bhargavi","Aafat (Telugu) (From ""Liger (Telugu)"")",02:44,Telugu New Release Hot 30
Gulebakavali,"Chirrantan Bhatt, Chinmayi","Gulebakavali (From ""Bimbisara"")",03:56,Telugu New Release Hot 30
Ra Ra Reddy I Am Ready,Lipsika,Macherla Niyojakavargam,04:20,Telugu New Release Hot 30
Parugu Parugu,"Prudhvi Chandra, Aparna Nandan",Wanted Pandugod,03:42,Telugu New Release Hot 30
Vijayaho,"M. M. Kreem, Gomathi, Raghuram, Lokesh, Poornima, Sai Charan, Sri Soumya, Harika Narayan, Hemachandra Vedala, Arun Kaundinya , Nayana Nair","Vijayaho (From ""Bimbisara"")",02:52,Telugu New Release Hot 30
Adirindey,Sanjith Hegde,Macherla Niyojakavargam,03:39,Telugu New Release Hot 30
Ento Enteynto,Jonita Gandhi,Thank You,03:46,Telugu New Release Hot 30
Nenu Pytesina First Roje,"Achu, Vaikom Vijayalakshmi","Nenu Pytesina First Roje (From ""Janakiram"")",04:52,Telugu New Release Hot 30
"Waat Laga Denge (Telugu) [From ""Liger (Telugu)""]","Sunil Kashyap, Vijay Deverakonda","Waat Laga Denge (Telugu) (From ""Liger (Telugu)"")",01:23,Telugu New Release Hot 30
"Ponge Nadhi [From ""PS-1 (Telugu)""]","A.R. Rahman, Bamba Bakya","Ponge Nadhi [From ""PS-1 (Telugu)""] (Original Motion Picture Soundtrack)",04:51,Telugu New Release Hot 30
Akdi Pakdi (Telugu)  ,"Lijo George, DJ Chetas, Sunil Kashyap, Anurag Kulkarni, Ramya Behara","Akdi Pakdi (Telugu) (From ""Liger (Telugu)"")",03:50,Telugu New Release Hot 30
Ante Sundaraniki Promo Song,"Vivek Sagar, Shankar Mahadevan, Shweta Mohan","Ante Sundaraniki Promo Song (From ""Ante Sundaraniki"")",04:59,Telugu New Release Hot 30
"Kumkumala (From ""Brahmastra (Telugu)"")","Pritam, Sid Sriram","Kumkumala (From ""Brahmastra (Telugu)"")",04:38,Telugu New Release Hot 30
Okkasari Ninne Ninne Chudalani - Janakiram,Achu,"Okkasari Ninne Ninne Chudalani (From ""Janakiram"")",03:58,Telugu New Release Hot 30
Kommallo,"Sanah Moidutty, Yazin Nizar",High Way,04:19,Telugu New Release Hot 30
Thank You Title Song,Karthik,Thank You,03:60,Telugu New Release Hot 30
"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")","Vishal Chandrashekhar, Anurag Kulkarni, Sinduri Vishal","Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",03:53,Telugu New Release Hot 30
Bullet Song,"STR, Haripriya",The Warriorr,03:57,Telugu New Release Hot 30
Whistle Song,"Anthony Daasan, Srinisha Jayaseelan",The Warriorr,03:23,Telugu New Release Hot 30
"Nammalani Undi (From ""Jayamundhi Bhayamela Manasaa"")","Haricharan, Ramya Behara, Kalyan Nayak","Nammalani Undi (From ""Jayamundhi Bhayamela Manasaa"")",04:11,Telugu New Release Hot 30
Nee Kosam,Sreerama Chandra,Nee Kosam,04:01,Telugu New Release Hot 30
Ra Ra Rakkamma,"Nakash Aziz, Mangli",Vikrant Rona,03:38,Telugu New Release Hot 30
E Nimisham,"Manisha Eerabathini, Sri Krishna",Thank You,04:24,Telugu New Release Hot 30
"Happy Birthday Mama (From ""Haseena"")","Rahul Sipligunj, Shahrukh Shaik","Happy Birthday Mama (From ""Haseena"")",03:50,Telugu New Release Hot 30
"Tur Kalleyan (From ""Laal Singh Chaddha"")","Pritam, Shadab Faridi, Altamash Faridi, Sreerama Chandra","Tur Kalleyan (From ""Laal Singh Chaddha"")",05:38,Telugu New Release Hot 30
Madura Veeran,"Yuvan Shankar Raja, Aditi Shankar",Viruman (Original Motion Picture Soundtrack),03:50,Tamil New Release Hot 30
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") (Tamil)","A.R. Rahman, AR Raihanah, Bamba Bakya","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") (Original Motion Picture Soundtrack)",04:51,Tamil New Release Hot 30
"Deva Deva (From ""Brahmastra (Tamil)"")","Pritam, Sid Sriram, Arijit Singh, Jonita Gandhi","Deva Deva (From ""Brahmastra (Tamil)"")",04:37,Tamil New Release Hot 30
Vanakkam Chennai Chess,A.R. Rahman,Vanakkam Chennai Chess,02:54,Tamil New Release Hot 30
Vela Kidachiruchu,"Shaan Rahman, Vineeth Sreenivasan","Vela Kidachiruchu (From ""Varalaru Mukkiyam"")",04:07,Tamil New Release Hot 30
"Rangarattinam (From ""Natchathiram Nagargiradhu"")","Tenma, MS Krsna, Gana Muthu, Sangita Santhosham, Kavitha Gopi, Karthik Manickavasakam, Arivu","Rangarattinam (From ""Natchathiram Nagargiradhu"")",04:50,Tamil New Release Hot 30
"Keeche Keeche (From ""Anel Meley Pani Thuli"")","Santhosh Narayanan, Meenakshi Elayaraja","Keeche Keeche (From ""Anel Meley Pani Thuli"")",03:12,Tamil New Release Hot 30
Vaanam Kidukidunga,"Yuvan Shankar Raja, Muthu Sirpi",Viruman (Original Motion Picture Soundtrack),04:08,Tamil New Release Hot 30
"Saachitale (From ""Love Today"")",Yuvan Shankar Raja,"Saachitale (From ""Love Today"")",03:59,Tamil New Release Hot 30
"Anbarey (From ""Gulu Gulu"")","Santhosh Narayanan, Dhee","Anbarey (From ""Gulu Gulu"")",03:44,Tamil New Release Hot 30
"Aafat (Tamil) [From ""Liger (Tamil)""]","Tanishk Bagchi, Deepak Blue, Haripriya","Aafat (Tamil) (From ""Liger (Tamil)"")",02:44,Tamil New Release Hot 30
Nee Yaaro,"Y. Raghav Prasad, Anand Aravindakshan, Mridula Warrier","Nee Yaaro (From ""Thudikkum Karangal"")",04:27,Tamil New Release Hot 30
"Life of Pazham (From ""Thiruchitrambalam"")",Anirudh,"Life of Pazham (From ""Thiruchitrambalam"")",03:55,Tamil New Release Hot 30
"Ninaivugal (From ""Captain"")","D. Imman, Yuvan Shankar Raja","Ninaivugal (From ""Captain"")",04:27,Tamil New Release Hot 30
"Megham Karukatha (From ""Thiruchitrambalam"")","Dhanush, Anirudh","Megham Karukatha (From ""Thiruchitrambalam"")",04:50,Tamil New Release Hot 30
Naan Poranthathume,"Achu, Sujatha","Naan Poranthathume (From ""Janakiram"")",04:56,Tamil New Release Hot 30
Kannama,"Achu, Ben Human",Kannama,03:29,Tamil New Release Hot 30
"Kannukkulle (From ""Sita Ramam (Tamil)"")","Vishal Chandrashekhar, Haricharan, Sinduri Vishal","Kannukkulle (From ""Sita Ramam (Tamil)"")",03:53,Tamil New Release Hot 30
Unna Paarka Unna Paarka,Achu,"Unna Paarka Unna Paarka (From ""Janakiram"")",04:01,Tamil New Release Hot 30
"Chellamey (From ""Poikkal Kuthirai"")","Sid Sriram, Madhan Karky, D. Imman","Chellamey (From ""Poikkal Kuthirai"")",03:47,Tamil New Release Hot 30
En Mel Vizhundha Mazhaiye,"Ghibran, Kapil Kapilan","En Mel Vizhundha Mazhaiye (From ""Dejavu"")",03:19,Tamil New Release Hot 30
"Thenmozhi (From ""Thiruchitrambalam"")","Santhosh Narayanan, Anirudh","Thenmozhi (From ""Thiruchitrambalam"")",02:53,Tamil New Release Hot 30
"Singleu (From ""Poikkal Kuthirai"")","G. V. Prakash  , D. Imman, Madhan Karky","Singleu (From ""Poikkal Kuthirai"")",03:27,Tamil New Release Hot 30
"Theethiriyaai (From ""Brahmastra (Tamil)"")","Pritam, Sid Sriram","Theethiriyaai (From ""Brahmastra (Tamil)"")",04:38,Tamil New Release Hot 30
"Thaai Kelavi (From ""Thiruchitrambalam"")","Dhanush, Anirudh","Thaai Kelavi (From ""Thiruchitrambalam"")",04:19,Tamil New Release Hot 30
"Uyir Urugudhey (From ""Cobra"")",A.R. Rahman,"Uyir Urugudhey (From ""Cobra"")",05:13,Tamil New Release Hot 30
"Ethikkum (From ""Kallapart"")","Nivas K Prasanna, Malvi Sundaresan, Saras Menon","Ethikkum (From ""Kallapart"")",04:51,Tamil New Release Hot 30
Akdi Pakdi (Tamil)  ,"Lijo George, DJ Chetas, Sunil Kashyap, Sagar, Vaishnavi Kovvuri","Akdi Pakdi (Tamil) (From ""Liger (Tamil)"")",03:50,Tamil New Release Hot 30
Tharangini,"A.R. Rahman, Sarthak Kalyani, Mira Sengupta",Cobra (Original Motion Picture Soundtrack),03:37,Tamil New Release Hot 30
Azhagazhaga,"Achu, Rahul Nambiar","Azhagazhaga (From ""Janakiram"")-Tamil",04:56,Tamil New Release Hot 30
"Thaai Kelavi (From ""Thiruchitrambalam"")","Dhanush, Anirudh","Thaai Kelavi (From ""Thiruchitrambalam"")",04:19,Tamil Top 30
Lokiverse (Background Score),Anirudh,Vikram (Original Background Score),02:36,Tamil Top 30
"Hey Sita Hey Rama (From ""Sita Ramam (Tamil)"")","Vishal Chandrashekhar, S.P.Charan, Sinduri","Hey Sita Hey Rama (From ""Sita Ramam (Tamil)"")",04:06,Tamil Top 30
Bullet Song,"STR, Haripriya",The Warriorr (Tamil),03:57,Tamil Top 30
"Arabic Kuthu (From ""Beast"")","Anirudh, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",04:40,Tamil Top 30
Akdi Pakdi (Tamil)  ,"Lijo George, DJ Chetas, Sunil Kashyap, Sagar, Vaishnavi Kovvuri","Akdi Pakdi (Tamil) (From ""Liger (Tamil)"")",03:50,Tamil Top 30
"Uyir Urugudhey (From ""Cobra"")",A.R. Rahman,"Uyir Urugudhey (From ""Cobra"")",05:13,Tamil Top 30
"Pathala Pathala (From ""Vikram"")","Anirudh, Kamal Haasan","Pathala Pathala (From ""Vikram"")",03:31,Tamil Top 30
Sandhanam Theme (Background Score),Anirudh,Vikram (Original Background Score),01:47,Tamil Top 30
Mayakirriye,"Anivee, Anirudh",Mayakirriye,03:10,Tamil Top 30
"Mosalo Mosalu (From ""The Legend"")","Harris Jayaraj, Armaan Malik, Mukesh Mohamed","Mosalo Mosalu (From ""The Legend"")",04:45,Tamil Top 30
Whistle Song,"Anthony Daasan, Srinisha Jayaseelan",The Warriorr (Tamil),03:23,Tamil Top 30
Rolex Theme (Background Score),Anirudh,Vikram (Original Background Score),00:53,Tamil Top 30
"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh, Anthony Daasan","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",03:29,Tamil Top 30
"Kannukkulle (From ""Sita Ramam (Tamil)"")","Vishal Chandrashekhar, Haricharan, Sinduri Vishal","Kannukkulle (From ""Sita Ramam (Tamil)"")",03:53,Tamil Top 30
Vikram (Title Track),Anirudh,Vikram (Original Motion Picture Soundtrack),03:39,Tamil Top 30
"Private Party (From ""Don"")","Anirudh, Jonita Gandhi","Private Party (From ""Don"")",03:37,Tamil Top 30
"Beast Mode (From ""Beast"")",Anirudh,"Beast Mode (From ""Beast"")",03:40,Tamil Top 30
Once Upon a Time,Anirudh,Vikram (Original Motion Picture Soundtrack),02:24,Tamil Top 30
"Bae (From ""Don"")","Anirudh, Adithya RK","Bae (From ""Don"")",04:03,Tamil Top 30
"Kanja Poovu Kannala (From ""Viruman"")","Yuvan Shankar Raja, Sid Sriram","Kanja Poovu Kannala (From ""Viruman"")",03:58,Tamil Top 30
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh, Ravi G, Shashaa Tirupati","Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"") (Instrumental Piano)",04:04,Tamil Top 30
"Jalabulajangu (From ""Don"")","Anirudh, Rokesh","Jalabulajangu (From ""Don"")",03:23,Tamil Top 30
"Porkanda Singam (EDM Version) [From ""Vikram""]",Anirudh,"Porkanda Singam (EDM Version) (From ""Vikram"")",02:29,Tamil Top 30
Wasted,Anirudh,Vikram (Original Motion Picture Soundtrack),03:03,Tamil Top 30
"Jolly O Gymkhana (From ""Beast"")","Thalapathy Vijay, Anirudh","Jolly O Gymkhana (From ""Beast"")",03:28,Tamil Top 30
Enna Othaiyila,"G. V. Prakash  , Velmurugan",Yaanai (Original Motion Picture Soundtrack),04:32,Tamil Top 30
Pachigalam Paravaigalam,"G. V. Prakash  , Navakkarai Naveen Prabanjam",Bachelor (Original Motion Picture Soundtrack),03:33,Tamil Top 30
Oorukaaran,"Hiphop Tamizha, ERA, Chinna Ponnu",Oorukaaran,02:39,Tamil Top 30
"Adheeraa (From ""Cobra"")","A.R. Rahman, Vagu Mazan, thoughtsfornow","Adheeraa (From ""Cobra"")",04:19,Tamil Top 30
"Manavaalan Thug - From ""Thallumaala""","Dabzee, SA","Manavaalan Thug (From ""Thallumaala"")",03:20,Malayalam New Release Hot 30
"Deva Deva (From ""Brahmastra (Malayalam)"")","Pritam, Hesham Abdul Wahab, Arijit Singh, Arya Dhayal","Deva Deva (From ""Brahmastra (Malayalam)"")",04:37,Malayalam New Release Hot 30
"Ndaakkippaattu - From ""Thallumaala""","Vishnu Vijay, Muhsin Parari, Shenbagaraj, Santhosh Hariharan, Sreeraj, Swathi Das, Austin Dan, Lukman Avaran, Adri Joe, Gokulan, Binu Pappu","Ndaakkippaattu (From ""Thallumaala"")",02:40,Malayalam New Release Hot 30
"Ladki (From ""Mike"")","Hesham Abdul Wahab, Sithara Krishnakumar","Ladki (From ""Mike"")",04:14,Malayalam New Release Hot 30
Khalbile Hoori,"Shaan Rahman, Unni Mukundan","Khalbile Hoori (From ""Shefeekkinte Santhosham"")",04:13,Malayalam New Release Hot 30
"Devadoothar Paadi (From ""Nna Thaan Case Kodu"")","Biju Narayanan, Ouseppachan","Devadoothar Paadi (From ""Nna Thaan Case Kodu"")",05:45,Malayalam New Release Hot 30
"Aafat (Malayalam) [From ""Liger (Malayalam)""]","Tanishk Bagchi, Manzoor Ibrahim, Jyotsna Radhakrishnan","Aafat (Malayalam) (From ""Liger (Malayalam)"")",02:44,Malayalam New Release Hot 30
Aakasha Poochoodum,"Nithin George, P. Jayachandran, Sujatha","Aakasha Poochoodum (From ""Vamanan"")",04:00,Malayalam New Release Hot 30
Paravakal,"Govind Vasantha, Chinmayi",19 1a (Original Motion Picture Soundtrack),03:59,Malayalam New Release Hot 30
"Yentharu (From ""Oru Thekkan Thallu Case"")","Justin Varghese, Himna Hilari, Anwar Ali","Yentharu (From ""Oru Thekkan Thallu Case"")",03:36,Malayalam New Release Hot 30
Ponni Nadhi [From “PS-1 (Malayalam)”],"Alphons Joseph, AR Raihanah, Jithinraj",Ponni Nadhi [From “PS-1 (Malayalam)”] (Original Motion Picture Soundtrack),04:51,Malayalam New Release Hot 30
"Mannum Niranje - From ""Malayankunju""","A.R. Rahman, Shweta Mohan","Mannum Niranje (From ""Malayankunju"")",03:17,Malayalam New Release Hot 30
Thallumaala Paattu,"Hrithik Jayakish, Neha Girish, Eshaan Sanil, Thejas Krishna, Vishnu Vijay","Thallumaala Paattu (From ""Thallumaala"")",03:04,Malayalam New Release Hot 30
"Kunkumamaake (From ""Brahmastra (Malayalam)"")","Pritam, Hesham Abdul Wahab, Sid Sriram","Kunkumamaake (From ""Brahmastra (Malayalam)"")",04:38,Malayalam New Release Hot 30
"Kannil Kannil (From ""Sita Ramam (Malayalam)"")","Vishal Chandrashekhar, K.S. Harisankar, Sinduri Vishal","Kannil Kannil (From ""Sita Ramam (Malayalam)"")",03:53,Malayalam New Release Hot 30
"Nee Orindrajalame (From ""Bermuda"")","Ramesh Narayan, Madhushree Narayan, Vinayak Sasikumar","Nee Orindrajalame (From ""Bermuda"")",03:26,Malayalam New Release Hot 30
"Mayamanjin (From ""Paappan"")","Jakes Bejoy, Libin Scaria","Mayamanjin (From ""Paappan"")",04:02,Malayalam New Release Hot 30
"Pala Palli (From ""Kaduva"")","Jakes Bejoy, Athul Narukara","Pala Palli (From ""Kaduva"")",04:30,Malayalam New Release Hot 30
"Madhura Jeeva Ragam (From ""Sundari Gardens"")","Alphons Joseph, Mridula Warrier","Madhura Jeeva Ragam (From ""Sundari Gardens"")",04:20,Malayalam New Release Hot 30
"Ingattu Nokku - From ""Chattambi""","Sreenath Bhasi, Sekhar Menon",Chattambi,03:18,Malayalam New Release Hot 30
"Pancharakko (From ""Solomonte Theneechakal"")","Vidyasagar, Athira Sujith, Reena Murali","Pancharakko (From ""Solomonte Theneechakal"")",04:20,Malayalam New Release Hot 30
"Aaraam Naal (From ""Visudha Mejo"")","Vipin Lal, Meera Johny, Justin Varghese","Aaraam Naal (From ""Visudha Mejo"")",03:57,Malayalam New Release Hot 30
"Kudamattam Palli (From ""Kaduva"")","Jakes Bejoy, Swetha Ashok, Vijay Yesudas, Sachin Raj","Kudamattam Palli (From ""Kaduva"")",03:34,Malayalam New Release Hot 30
"Cholappenne - From ""Malayankunju""","A.R. Rahman, Vijay Yesudas","Cholappenne (From ""Malayankunju"")",03:42,Malayalam New Release Hot 30
"Neeyennoralil (From ""Paappan"")","Jakes Bejoy, Vijay Yesudas","Neeyennoralil (From ""Paappan"")",04:44,Malayalam New Release Hot 30
Thakaramale Samayamale Unaru,"Ishaan Chhabra, K.S. Harisankar, Anand Sreeraj",Mahaveeryar,04:18,Malayalam New Release Hot 30
"Paalvarnna Kuthiramel (From ""Kaduva"")","Jakes Bejoy, Libin Scaria, Midhun Suresh, Swetha Ashok","Paalvarnna Kuthiramel (From ""Kaduva"")",04:14,Malayalam New Release Hot 30
Aadalodakam,"Dawn Vincent, Shahabaz Aman, Soumya Ramakrishnan",Nna Thaan Case Kodu,03:14,Malayalam New Release Hot 30
